ID,Text
331,Health Advocate or Big Brother? Companies Weigh Requiring Vaccines.
332,Efficacy of the NVX-CoV2373 Covid-19 Vaccine Against the B.1.1.7 Variant
333,The K18-hACE2 Transgenic Mouse Model Recapitulates Non-Severe and Severe COVID-19 in Response to Infectious Dose of SARS-CoV-2 Virus
334,"""TRANSCOM/AMC Commercial Aircraft Cabin Aerosol Dispersion Tests (with revision)"
335,"In this Indian state, one in every two people tested is positive for Covid"
336,"Household chaos, maternal stress, and maternal health behaviors in the United States during the COVID-19 outbreak"
337,CDC Director Statement on Pfizer's Use of COVID-19 Vaccine in Adolescents Age 12 and Older
338,A SARS-CoV-2 targeted siRNA-nanoparticle therapy for COVID-19
339,Proportion of newly diagnosed diabetes in COVID?19 patients: A systematic review and meta?analysis
340,TLR2 senses the SARS-CoV-2 envelope protein to produce inflammatory cytokines
341,"Interim Estimates of Vaccine Effectiveness of Pfizer-BioNTech and Moderna COVID-19 Vaccines Among Health Care Personnel — 33 U.S. Sites, January–March 2021"
342,Russia digs trench around Siberian village to enforce COVID quarantine
343,People on Social-media are Peeing in Their Pants on Video because of Lockdown Boredom
344,Are the New Variants Driving India's Second COVID-19 Wave?
345,Free SARS-CoV-2 Spike Protein S1 Particles May Play a Role in the Pathogenesis of COVID-19 Infection
346,"SPI-M-O: Consensus statement on COVID-19, 12 May 2021"
347,SARS-CoV-2-host chimeric RNA-sequencing reads do not necessarily arise from virus integration into the host DNA
348,"Impact and effectiveness of mRNA BNT162b2 vaccine against SARS-CoV-2 infections and COVID-19 cases, hospitalisations, and deaths following a nationwide vaccination campaign in Israel: an observational study using national surveillance data"
349,"2 days after voting to not require masks, COVID-19 shuts down the Missouri House"
350,Extended interval BNT162b2 vaccination enhances peak antibody generation in older people
351,SARS-CoV-2 B.1.1.7 and B.1.351 variants of concern induce lethal disease in K18-hACE2 transgenic mice despite convalescent plasma therapy
352,"An Oregon church sued over covid-19 restrictions. Now, an outbreak there has sickened 74."
353,Phase 3 Data Presented at ATS 2021 Show REGEN-COV™ (casirivimab with imdevimab) Reduced Risk of Hospitalization or Death by 70% in Non-hospitalized COVID-19 Patients
354,SARS-CoV-2 infection induces autoimmune antibody secretion more in lean than in obese COVID-19 patients
355,Rapid detection of neutralizing antibodies to SARS-CoV-2 variants in post-vaccination sera
356,Third wave shows major surge in hospital admissions in younger age groups
357,Poison control calls spike as people take livestock dewormer to treat COVID-19
358,"Woman with lupus took hydroxychloroquine for 19 years, still got COVID-19"
359,NYC Councilman Unveils New Vaccine Plan to Target Unvaccinated NYers
360,Mitochondrial metabolic manipulation by SARS-CoV-2 in peripheral blood mononuclear cells of patients with COVID-19
361,Measuring voluntary and policy-induced social distancing behavior during the COVID-19 pandemic
362,"Camostat mesylate against SARS?CoV?2 and COVID?19—Rationale, dosing and safety"
363,"Vaccinated adults, unvaccinated kids — navigating the ""new normal"
364,Researchers Find Leakage of Airborne Droplets Escaping From COVID Masks – Even When Just Breathing
365,Impact of COVID-19 vaccination on the risk of infection with SARS-CoV-2 and subsequent hospitalization and death in Italy (27.12.2020 - 03.05.2021)
366,Thieves tunnel into liquor store to steal booze during lockdown
367,Detection of persistent SARS-CoV-2 IgG antibodies in oral mucosal fluid and upper respiratory tract specimens following COVID-19 mRNA vaccination
368,Innate immune sensing of coronavirus and viral evasion strategies
369,Common Mechanism of SARS-CoV and SARS-CoV-2 Pathogenesis across Species
370,New research reveals why some patients may test positive for COVID-19 long after recovery
371,"Prior aerosol infection with lineage A SARS-CoV-2 variant protects hamsters from disease, but not reinfection with B.1.351 SARS-CoV-2 variant"
372,COVID-19 variant cases exploding in Florida linked to dozens of new deaths
373,Bill would require NY college students receive COVID vaccine
374,SARS-CoV-2 mRNA Vaccines: Immunological Mechanism and Beyond
375,Towards psychological herd immunity: Cross-cultural evidence for two prebunking interventions against COVID-19 misinformation
376,Krispy Kreme will offer free doughnuts—all year long—to people with COVID-19 vaccination cards
377,Beneficial Effect of Statins in COVID-19–Related Outcomes—Brief Report A National Population-Based Cohort Study
378,Cornyn on COVID-19: 'We Still Don't Know Whether Children Can Get It and Transmit It'
379,COVID-19-related Loss of Smell and Taste Linked to Viral Staying Power in the Human Nose
380,They're going to get over it': Missouri Gov. insists kids must go back to school even though 'they will' get COVID-19
381,[Singapore] - SHN hotel cleaner & TTSH eye patient among new Covid-19 community cases reported in S'pore
382,Travel-driven emergence and spread of SARS-CoV-2 lineage B.1.620 with multiple VOC-like mutations and deletions in Europe
383,A machine learning platform to estimate anti-SARS-CoV-2 activities
384,Recognizing the Clinical Sequelae of COVID-19 in Adults: COVID-19 Long-Haulers
385,The association between blood groups and COVID?19 infection: a study from the UK Biobank
386,Efficacy of NVX-CoV2373 Covid-19 Vaccine against the B.1.351 Variant
387,BNT162b2 mRNA Covid-19 vaccine does not impair sperm parameters
388,Promising role of defensins peptides as therapeutics to combat against viral infection
389,Fact check: Bill Gates is not planning to microchip the world through a COVID-19 vaccine
390,"Tokyo's anti-crowding coronavirus countermeasures backfire, make trains needlessly dangerous"
391,Post-acute effects of SARS-CoV-2 infection in individuals not requiring hospital admission: a Danish population-based cohort study
392,SARS-CoV-2 related Paediatric Acute-onset Neuropsychiatric Syndrome
393,"Cases, positivity and hospitalizations drop significantly in Connecticut (70%+ of adults with first dose)"
394,CDC official who issued early warnings about the threat of Covid will resign
395,Sanofi and GSK COVID-19 vaccine candidate demonstrates strong immune responses across all adult age groups in Phase 2 trial
396,"San Francisco delivers alcohol, tobacco and weed to addicts quarantined in hotels"
397,"10 Foreigners Made To Write ""Sorry"" 500 Times For Violating Lockdown"
398,Durability of mRNA-1273-induced antibodies against SARS-CoV-2 variants
399,"Find lockdown 'sex buddy', Dutch singles advised"
400,SARS CoV-2 variant B.1.617.1 is highly pathogenic in hamsters than B.1 variant
401,"Public health inspectors facing threats, harassment during COVID-19 pandemic"
402,Obstructive sleep apnea is highly prevalent in COVID19 moderate to severe ARDS survivors: Findings of level I Polysomnography in a tertiary care hospital
403,S. Korea: New infections rise back to 700s amid variant concerns
404,A new mutation of the Brazilian COVID variant surfaces in Broward
405,The COVID-19 puzzle: deciphering pathophysiology and phenotypes of a new disease entity
406,SARS-CoV-2 variants of concern and variants under investigation in England
407,The Filipino officer who ignored the lockdown rules is appointed chief of police.
408,"6-month-old baby, 3-year-old child booked in Uttarakhand for not following Covid-19 quarantine"
409,COVID patient in Louisiana says he'd opt for hospitalization again over vaccine
410,A blood atlas of COVID-19 defines hallmarks of disease severity and specificity
411,Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Vaccination in Pregnancy
412,NBC News crew under quarantine after correspondent Dr Nancy Snyderman snuck out for soup
413,"Germany is beating the coronavirus, but don't lift restrictions too fast, officials say"
414,ROCCA study protocol and interim analysis on safety of Sputnik V vaccine (Gam-COVID-Vac) in the Republic of San Marino: an observational study using active surveillance
415,Vaccination Against COVID 'Does Not Mean Immunity' For People With Organ Transplants
416,Taliban imposes ban on Covid vaccine
417,Androgen-deprivation therapy and SARS-CoV-2 in men with prostate cancer: findings from the University of California Health System registry
418,Travellers arriving in UK without negative Covid test fined £500 then let in anyway
419,Why corona patients become critically ill
420,COVID-19 Vaccines May Not Prevent Nasal SARS-CoV-2 Infection and Asymptomatic Transmission
421,Clinical efficacy and safety of favipiravir in the treatment of COVID-19 patients
422,Covid Announces Plan To Move Operations To Texas Full-Time To Escape Burdensome Regulations
423,RECOVERY chief investigators elected to prestigious Academy of Medical Sciences Fellowship
424,"Returned traveller tests positive for coronavirus after being released from hotel quarantine, NSW Health confirms"
425,Seattle realtors ask: 'Can you see yourself being quarantined here?'
426,Brazil's President Jair Bolsonaro joined a rally to end quarantine measures
427,Preliminary Analysis of Safety and Immunogenicity of a SARS-CoV-2 Variant Vaccine Booster
428,"Reinfection by the SARS-CoV-2 P.1 variant in blood donors in Manaus, Brazil"
429,The Spike Proteins of SARS-CoV-2 B.1.617 and B.1.618 Variants Identified in India Provide Partial Resistance to Vaccine-elicited and Therapeutic Monoclonal Antibodies.
430,Frenchman rescued from mountains after breaking quarantine to buy cigarettes
431,Murfreesboro Funeral Home offers drive-thru viewings during COVID-19 lockdown
432,"Disney World On Lockdown After Mickey Escapes Enclosure, Rampages Through Park"
433,Isolation lockdown started. Going to sit down and watch the Irishman. By the time the credits roll I can line up for corona virus vaccine.
434,"Coronavirus and depression in adults, Great Britain: January to March 2021"
435,Why is COVID-19 so hard to treat? Growing evidence points to a unique infectious profile
436,Rudy Giuliani Tests Positive For Slew Of Obscure Bat Diseases Unrelated To Covid-19
437,Quantifying the relationship between SARS-CoV-2 viral load and infectiousness.
438,Recurrence of Upper Extremity Deep Vein Thrombosis Secondary to COVID-19
439,Early introductions and transmission of SARS-CoV-2 variant B.1.1.7 in the United States
440,"Safety and immunogenicity of INO-4800 DNA vaccine against SARS-CoV-2: a preliminary report of a randomized, blinded, placebo-controlled, Phase 2 clinical trial in adults at high risk of viral exposure"
441,Cannabidiol Inhibits SARS-CoV-2 Replication and Promotes the Host Innate Immune Response
442,Divorces rise by 30% in Saudi Arabia after quarantine uncovers polygamous husbands
443,Delayed production of neutralizing antibodies correlates with fatal COVID-19
444,SARS-CoV-2 Neutralizing Antibodies: A Network Meta-Analysis across Vaccines
445,CD147 antibody specifically and effectively inhibits infection and cytokine storm of SARS-CoV-2 variants
446,Why Pfizer Opposes the TRIPS Intellectual Property Waiver for Covid-19 Vaccines
447,Host-virus chimeric events in SARS-CoV2 infected cells are infrequent and artifactual
448,Younger patients causing Florida to have among the highest COVID hospital rates in country
449,BNT162b2-Elicited Neutralization against New SARS-CoV-2 Spike Variants
450,How to help India during its catastrophic Covid-19 surge
451,Lipid-Modulating Agents for Prevention or Treatment of COVID-19 in Randomized Trials
452,Southern Governors Argue Covid-19 Good Christian Virus That Wouldn't Dare Spread During Church
453,"Distinct uptake, amplification, and release of SARS-CoV-2 by M1 and M2 alveolar macrophages"
454,Estimation of total mortality due to COVID-19
455,SARS-CoV-2 cell-to-cell infection is resistant to neutralizing antibodies
456,A SARS-CoV-2 Nucleocapsid Variant that Affects Antigen Test Performance
457,A Randomized Placebo-Controlled Trial of Sarilumab in Hospitalized Patients with Covid-19
458,"SAGE 89 minutes: Coronavirus (COVID-19) response, 13 May 2021"
459,Health Canada authorizes use of the Pfizer-BioNTech COVID-19 vaccine in children 12 to 15 years of age
460,Malaysian ministry apologises for 'avoid nagging' lockdown tips | World news
461,Fatal COVID-19 outcomes are associated with an antibody response targeting epitopes shared with endemic coronaviruses
462,"UP shocker: Defying lockdown, hundreds take out 'grand' procession to bury dead cow"
463,Leon boss warns longer lockdown 'will cost lives'.
464,"Arterial events, venous thromboembolism, thrombocytopenia, and bleeding after vaccination with Oxford-AstraZeneca ChAdOx1-S in Denmark and Norway: population based cohort study"
465,"NYC indoor dining capacity up, COVID positivity rate down"
466,Siglec-1 on dendritic cells mediates SARS-CoV-2 trans-infection of target cells while on macrophages triggers proinflammatory responses
467,Virus-receptor interactions of SARS-CoV-2 spikereceptor-binding domain and human neuropilin-1 b1 domain
468,Lockdown children forget how to use knife and fork
469,Debunking the anti-vaccine hoax about 'vaccine shedding'
470,Profiling B cell immunodominance after SARS-CoV-2 infection reveals antibody evolution to non-neutralizing viral targets
471,"Counter 'one-sided' world media narrative on govt's pandemic 'failure', Indian foreign minister tells Indian diplomats"
472,Expansion of tissue-resident CD8+ T cells and CD4+ Th17 cells in the nasal mucosa following mRNA COVID-19 vaccination
473,Reverse-transcribed SARS-CoV-2 RNA can integrate into the genome of cultured human cells and can be expressed in patient-derived tissues
474,SARS-CoV-2 variant B.1.617 is resistant to Bamlanivimab and evades antibodies induced by infection and vaccination
475,Targeting COVID-19 Vaccine Hesitancy in Minority Populations in the US: Implications for Herd Immunity
476,Severity assessment of single dose Oxford-AstraZeneca vaccinated individuals infected with SARS CoV-2 in the Southeast Bangladesh
477,Alice Little: 'America's highest paid sex worker' suing over lost wages in lockdown.
478,Prolonged SARS-CoV-2 RNA virus shedding and lymphopenia are hallmarks of COVID-19 in cancer patients with poor prognosis
479,"Live virus neutralization testing in convalescent and vaccinated subjects against 19A, 20B, 20I/501Y.V1 and 20H/501.V2 isolates of SARS-CoV-2"
480,COVID-19 vaccines: further evidence of success
481,Covid 19 coronavirus: Quarantine hotel guest's attempted escape using bedsheet rope
482,Vaccine hesitancy is lower in the UK. Why?
483,The COVID?19 Menace
484,Scotland's chief medical officer gets police warning over lockdown breach
485,Thousands Of Formerly Endangered White Rhinos Flood City Streets Mere Days After Humans Quarantined Indoors
486,Short-term effects of BNT162b2 mRNA COVID-19 vaccination on physiological measures: a prospective study
487,Data discrepancies and substandard reporting of interim data of Sputnik V phase 3 trial – Authors' reply
488,Structural basis of ribosomal frameshifting during translation of the SARS-CoV-2 RNA genome
489,Ivermectin in combination with doxycycline for treating COVID-19 symptoms: a randomized trial
490,The J&J Rescue Mission Starts With a Choice | The reputation of all COVID-19 vaccines hinges on improving perceptions of the Johnson & Johnson shot.
491,India's COVID-19 emergency
492,SARS-CoV-2 vaccines in advanced clinical trials: Where do we stand?
493,Direct activation of endothelial cells by SARS-CoV-2 nucleocapsid protein is blocked by Simvastatin
494,"WHO gives emergency approval to Sinopharm, first Chinese COVID-19 vaccine"
495,"The virus is an airborne threat, the C.D.C. acknowledges."
496,Novavax and Gavi Execute Advance Purchase Agreement for COVID-19 Vaccine for COVAX Facility
497,"Structure-based design of a highly stable, covalently-linked SARS-CoV-2 spike trimer with improved structural properties and immunogenicity"
498,Effectiveness of the BNT162b2 Covid-19 Vaccine against the B.1.1.7 and B.1.351 Variants
499,Dyslipidaemia and mortality in COVID-19 patients: a meta-analysis
500,Plasmodium infection induces cross-reactive antibodies to carbohydrate epitopes on the SARS-CoV-2 Spike protein
501,"Beware hungry seagulls during lockdown, Yorkshire residents told"
502,Study in Bangladesh Identifies Keys to Encouraging Mask-Wearing
503,Follow-up study on serum cholesterol profiles and potential sequelae in recovered COVID-19 patients
504,Mental health of Adolescents in the Pandemic: Long-COVID19 or Long-Pandemic Syndrome?
505,COVID-19 Dysautonomia
506,Australia man ties bedsheets together to escape 4th floor hotel Covid-19 quarantine
507,"Safety, immunogenicity and protection provided by unadjuvanted and adjuvanted formulations of recombinant plant-derived virus-like particle vaccine candidate for COVID-19 in non-human primates"
508,Conservative think tank leader says schools should reopen since most Texans dying from COVID-19 are elderly or Hispanic
509,Mammalian enteral ventilation ameliorates respiratory failure
510,"COVID-19: Furious about wife stuck in lockdown, man marries ex-flame in Bihar, India"
511,Association Analysis of Hyperlipidemia with the 28-Day All-Cause Mortality of COVID-19 in Hospitalized Patients
512,Moderna Announces Positive Initial Booster Data Against SARS-CoV-2 Variants of Concern
513,Washington jail offering inmates ramen noodles as incentive for getting COVID-19 vaccine
514,Expanding our understanding of post COVID-19 condition: report of a WHO webinar - 9 February 2021
515,Pharmacist Who Sabotaged COVID-19 Vaccines Allegedly Believed Sky Was Shield to Stop People from Seeing God: FBI
516,Evaluation of SARS-CoV-2 spike antibody levels among Sputnik V first dose vaccinated people in Pakistan: formulation of national anti-COVID-19 mass vaccination strategy.
517,Moral Judgments Impact Perceived Risks from COVID-19 Exposure
518,Multiplex qPCR discriminates variants of concern to enhance global surveillance of SARS-CoV-2
519,SARS-CoV-2 ferritin nanoparticle vaccines elicit broad SARS coronavirus immunogenicity
520,"Guillain-Barre syndrome following the first dose of the chimpanzee adenovirus-vectored COVID-19 vaccine, ChAdOx1"
521,"If I could go back 20 years into the past and tell the public.. LISTEN HERE. a evil virus is going to send the whole world on lockdown and I need your help to stop it but only in one condition....

pay me a Million Bucks and your misery will be spared

if not you will be vaccinated at holy speeds and transported to the nearest hospital care facility

if neither works you will be obligated and sent to quarantine camps by the people you sore to destroy the most!"
522,WHO lists additional COVID-19 vaccine for emergency use and issues interim policy recommendations
523,The bidirectional link between HDL and COVID-19 infections
524,Sewer water shows Amsterdam drug use fell during coronavirus lockdown
525,"Major cruise ship company may avoid Florida if state doesn't permit Covid-19 vaccination checks, CEO says"
526,How science and society came together for the Events Research Programme
527,The BNT162b2 mRNA vaccine against SARS-CoV-2 reprograms both adaptive and innate immune responses
528,SARS-CoV-2 uses a multipronged strategy to impede host protein synthesis
529,in silico Assessment of Antibody Drug Resistance to Bamlanivimab of SARS-CoV-2 Variant B.1.617
530,Tampa man quarantined alone with hundreds of parrots — but says it wasn't by choice
531,Decreased Mortality Rate Among COVID-19 Patients Prescribed Statins: Data From Electronic Health Records in the US
532,Preclinical evaluation of a SARS-CoV-2 mRNA vaccine PTX-COVID19-B
533,"California man lived inside O'Hare Airport security zone for 3 months — because he was afraid to fly during COVID, prosecutors say"
534,Public health impact of delaying second dose of BNT162b2 or mRNA-1273 covid-19 vaccine: simulation agent based modeling study
535,Modeling and Predicting Antibody Durability for mRNA-1273 Vaccine for SARS-CoV-2 Variants
536,"Video game chat prompted Hillsborough school lockdown, principal says"
537,Front-line medical workers call for vaccine prioritization as many remain with one dose
538,Pfizer and BioNTech Initiate Rolling Submission of Biologics License Application for U.S. FDA Approval of their COVID-19 Vaccine
539,A human antibody that broadly neutralizes betacoronaviruses protects against SARS-CoV-2 by blocking the fusion machinery
540,French jobless rate hits 37-year low as Covid-19 lockdown skews data
541,False-negative results of initial RT-PCR assays for COVID-19: A systematic review
542,SARS-CoV-2 incidence and vaccine escape
543,Discovery of naturally occurring inhibitors against SARS-CoV-2 3CLpro from Ginkgo biloba leaves via large-scale screening
544,"Optimal dose and safety of molnupiravir in patients with early SARS-CoV-2: a phase 1, dose-escalating, randomised controlled study"
545,"Comparison of 10 emerging SARS-CoV-2 Variants: infectivity, animal tropism, and antibody neutralization"
546,Rapid and stable mobilization of fully functional spike-specific CD8+ T cells preceding a mature humoral response after SARS-CoV-2 mRNA vaccination
547,Effect of ivermectin on COVID-19: A multicenter double-blind randomized controlled clinical trial
548,SARS-CoV-2 exacerbates proinflammatory responses in myeloid cells through C-type lectin receptors and Tweety family member 2
549,SARS-CoV-2 gene content and COVID-19 mutation impact by comparing 44 Sarbecovirus genomes
550,Lack of significant association between dyslipidemia and COVID-19 mortality
551,Infection and Immune Memory: Variables in Robust Protection by Vaccines Against SARS-CoV-2
552,Student in Military Jacket Prompts Lockdown at Southington School: Police
553,Facebook bans over 300 accounts that claimed Covid-19 vaccines would turn humans into chimpanzees
554,Methotrexate Hampers Immunogenicity to BNT162b2 mRNA COVID-19 Vaccine in Immune-Mediated Inflammatory Disease
555,"In second wave, Covid hits rural India: cases and deaths quadruple"
556,Moderna CEO expects more Covid variants to emerge in coming months: 'This virus is not going away'
557,"PM Modi's Actions ""Inexcusable"", Government Needs To Own Up Covid Mistakes: Lancet"
558,Biden agreed to waive Covid-19 vaccine patents. But will that speed vaccination?
559,"Despite COVID-19 vaccine ramp up, experts say Canada still in for 'summer of uncertainty'"
560,Vaccine deserts: Some countries have no COVID-19 jabs at all
561,"To Bridge The Digital Divide, Biden Administration Launches Vaccine Hotline"
562,"""Dracula's Castle"" in Romania offering free vaccines"
563,Inside one of the biggest public service campaigns in U.S. history: selling the coronavirus vaccines to uneasy Americans
564,Macron calls on US to drop vaccine export bans
565,Analysis reveals factors underlying COVID-19 spread in Brazil
566,Connecticut becomes one of 1st states to hit 70% of adults vaccinated
567,COVID-19 anxiety syndrome: A pandemic phenomenon?
568,"Rutgers, Cornell mandate COVID-19 vaccines for students. Is this the new norm for college?"
569,What happens to anti-maskers after the pandemic?
570,People aged between 40 and 49 will soon be able to register for the Pfizer vaccine in NSW
571,EU leaders call on US to present 'concrete' plan for vaccine waivers
572,Coronavirus: Cement mixers become celebrities in China lockdown
573,The COVID-19 Pandemic: Even Mild Disease Impacts Mental Health
574,Covid-sparked fungal infection assuming epidemic proportions | India News - Times of India
575,Over 400 workers quarantined as 115 Covid infections confirmed at pineapple factory
576,Nepal wanted to buy millions of jabs but couldn't because of middlemen asking for commission on each dose.
577,"Oxiris Barbot: 40,000 young Americans have lost a parent to the coronavirus. This Mother's Day, we all need to step up for them. - The Lily"
578,"In the U.S., the average number of COVID-19 vaccines administered has now dipped below 2 million per day"
579,"Germany's confirmed coronavirus cases rise by 12,656"
580,"[The Wire] ""Sacred Bones: Caste and COVID-19 in Delhi's Crematoriums."""
581,Corona - Biontech wants to give vaccine to poor countries at a lower price (Article in German)
582,"Norway should exclude J&J, AstraZeneca from COVID vaccine scheme, says commission"
583,"In India's surge, a religious gathering attended by millions helped the virus spread"
584,"Vax Live concert raises $302 million, exceeds vaccine goal"
585,Ross suggests coronavirus 'will help to accelerate the return of jobs' to US
586,"India reports nearly 370,000 further Covid cases"
587,"[Singapore] - 2,200 people at Victoria JC to be swabbed for Covid-19 after student tests positive"
588,Will Bay Area schools be back or still have 'distance learning' this fall?
589,Man arrested after refusing to wear mask on MRT train
590,BioNTech Founders Expect Covid-19 Pandemic to Last Until Mid-2022
591,Norwegian-Danish study of rare side effects in connection with AstraZeneca vaccination published
592,Coronavirus cases hit a seven-month low
593,Police officer's hand chopped off with sword while enforcing coronavirus lockdown measures
594,Cautious hugging' and pints: UK PM Johnson to ease England's lockdown
595,Tiger at Bronx Zoo in New York City tests positive for Coronavirus
596,Newsweek: China Suggests U.S. Is 'Hiding Something' About Its Coronavirus Response
597,India Covid: Kumbh Mela pilgrims turn into super-spreaders
598,Covid-19 brought new stigma to large-sized people
599,Europe dares to reopen as 200 millionth vaccine dose delivered
600,"Britain set to ease Covid-19 lockdown, but huge India outbreak persists"
601,Countries in Africa fear they could become the next India as vaccine supplies dwindle
602,Mongolia almost done with coronavirus vaccination
603,"[Singapore] - 10 new Covid-19 community cases in S'pore, including 5 linked to previous cases"
604,"COVID-19 cases and deaths are skyrocketing in several Southeast Asian countries, not just India"
605,International COVID-19 trial to restart with focus on immune responses
606,Covid: Daily tests could replace quarantine for those exposed to virus
607,Nepal at risk of COVID 'catastrophe' amid alarming rise in cases
608,The Daily: Rural Tennessee's Vaccine Hesitators
609,"Overdose Deaths Have Surged During the Pandemic, C.D.C. Data Shows - Apr 14 2021"
610,"New Jersey, one of the hardest hit states last year, is seeing cases decline significantly."
611,Anti-Covid Drug Cleared For Emergency Use in India
612,"Belgian Doctor, 103, is walking a marathon around his garden to raise funds for Coronavirus research"
613,"China To Set Up 'Line Of Separation' On Mount Everest, Citing Nepal COVID-19 Outbreak"
614,Stopping Drug Patents Has Stopped Pandemics Before
615,The Legality And The Ethics Of Not Sharing COVID Vaccine Status
616,How Muslim families are celebrating a second pandemic Ramadan
617,BioNTech Committed to Deliver 1.8 Billion Doses of COVID-19 Vaccine This Year
618,75% of people say their mental health has been impacted by the pandemic
619,Illinois Comptroller's Office Finds Itself Paying $3.5 Million For PPE In McDonald's Parking Lot During Coronavirus Crisis
620,ICUs Reach Breaking Point As Nation Hits 4 Million Coronavirus Hoaxes
621,Covid ve Report Not Needed To Get Hospitalised: What New Guidelines Say
622,Grassroots efforts take on vaccine barriers across the Philly region
623,"Mumbai model': Indian city thwarting COVID, slowly but steadily | Coronavirus pandemic News"
624,Israel sends additional COVID-19 aid to India to combat severe outbreak
625,"W.Va. mask mandate for public buildings will be lifted June 20, Gov. Justice says"
626,The lead singer of Disturbed has decided he's not going to self quarantine after contracting Covid-19. He's down with the sickness
627,Cuomo announces vaccination requirement for SUNY/CUNY schools
628,Jesse Watters demands apology from China over coronavirus outbreak
629,"D.C. To Lift Most Capacity Restrictions On May 21, Reopen Fully In June"
630,COVID is bigger than the Olympics': Athletes question certainty of Tokyo Games
631,Over 60 migrant children held at California facilities treated for COVID-19
632,Fauci says indoor mask guidance should 'start being more liberal' as more Americans get vaccinated.
633,Crew change crisis tipped to be worse than last year
634,Cologne project aims to vaccinate urban hot spots
635,Tam warns that full vaccination does not equal full protection from COVID-19
636,Belgium lifts limits on outdoor dining after seven-month Covid-19 hiatus
637,Prognostic Implication of Baseline Sarcopenia for Length of Hospital Stay and Survival in Patients With Coronavirus Disease
638,"A death due to the Indian variant in a nursing home: ""We do not know through whom these residents were infected"""
639,Experts warn low vaccine levels among police officers are looming public health risk
640,"No evidence that Pfizer vaccine needs updating for variants, says BioNTech"
641,Arizona Sheriff Who Refused to Enforce Lockdown Restrictions Has COVID-19
642,US 'turning the corner' on pandemic but pressure grows to help other nations
643,A man from England has been jailed for breaking lockdown while standing in for his father at work.. The Pheasant Pluckers defense team said It was one of the hardest sentences they'd come across.
644,Free crawfish offered with vaccines at event in New Orleans
645,India and Its Vaccine Maker Stumble Over Their Pandemic Promises
646,"US may be turning a corner on Covid-19. Here's when we could see cases and deaths plummet, expert says"
647,One-third of patients still experience COVID-19's impact on their lungs a year after hospitalization
648,"At least 13 people die in stampede, as police raid nightclub breaking coronavirus restrictions"
649,FDA permits use of the Pfizer-BioNTech Covid vaccine in kids ages 12 to 15
650,"As Covid-19 Surged, Indian Teachers Died After Working Elections"
651,Judge thanks and sentences acclaimed GA Tech coronavirus researcher
652,Real life: 'I'm fighting off coronavirus with sperm smoothies'
653,Job transitions and mental health outcomes among US adults aged 55 and older during the COVID-19 pandemic
654,"Indian Covid Mutant More Contagious, But Not Vaccine Resistant: Top WHO Scientist"
655,Vietnam confirms 77 new Covid-19 community transmissions
656,COVID purgatory: Variants and other risks complicate Asia's escape
657,"Facing another retirement home lockdown, 90-year-old chooses medically assisted death"
658,"Daytona, Darlington, Kansas announce fully open grandstands | NASCAR"
659,"Roseburg VA director leads coronavirus dance party without social distancing, face masks"
660,"After a check-up routine in the quarantine facility one morning,. a doctor notices one of the patients unusually calm and calls the nurse in charge.

Doctor: ""That patient in the corner is recovering now, isn't he?""

Nurse: ""Why do you say so doc? His temperature isn't that encouraging.""

Doctor: ""He is neither coughing nor sneezing anymore.""

Nurse: ""Well, he stopped after I gave him a laxative last night."""
661,"In Japan, where less than 1% of the population is fully vaccinated, protests to cancel or postpone Olympics intensify"
662,"S. Korea: New cases under 500 on fewer tests, potential surge still worrisome"
663,Mucormycosis: The 'black fungus' maiming Covid patients in India
664,Bahrain to introduce third boosting dose against COVID-19
665,7 community cases among 20 new COVID-19 infections in Singapore
666,German SPD leaders can call anti-lockdown protesters 'Covidiots': prosecutors
667,"U.S. turning the corner on pandemic, says White House COVID coordinator"
668,"Brazil questions the quality of Sputnik V, the Russians are furious"
669,CDC expects another surge in cases this month but then a decline by July
670,Taiwan confirms one new imported COVID-19 case on Sunday
671,Is The Variant From India The Most Contagious Coronavirus Mutant On The Planet?
672,Vaccination Status Data Of Hospitalised Patients - Bermuda Covid-19 Coronavirus News - Bernews
673,Vaccine rollout enables some Mother's Day reunions
674,Covid-19 Vaccines in U.S. Beckon Foreigners Seeking Shots and Shops
675,Social isolation and loneliness before and during the COVID-19 pandemic: a longitudinal study of US Adults over 50
676,Michael Lewis: 'We were incentivised to have a bad pandemic response'
677,Culture Linked to Increasing Ageism during Covid-19: Evidence from a 10-billion-word Corpus across 20 Countries
678,"As India surges, Bangladesh lacks jabs, faces virus variants"
679,Tearful reunions mark second Mother's Day under pandemic
680,Older Adults' Loneliness in Early COVID-19 Social Distancing: Implications of Rurality
681,Ontario likely to mix 1st and 2nd vaccine doses amid lack of AstraZeneca supply
682,Heterologous prime-boost: breaking the protective immune response bottleneck of COVID-19 vaccine candidates
683,Slovak health ministry says Sputnik V doses tested in Hungary satisfactory
684,"Preparations are underway for potential Covid-19 vaccine boosters, CDC director says"
685,Indian doctors note rise of 'black fungus' in COVID-19 patients
686,U.S. administers 257.3 mln doses of COVID-19 vaccines – CDC
687,EU has not ordered AstraZeneca vaccines beyond June - Commissioner
688,Celltrion to export COVID-19 treatment to Pakistan
689,"The Statistical Secrets of Covid-19 Vaccines: They're really very good, and they're the only way out of the pandemic. But a tour through the numbers could bring the vaccine-hesitant into the tent."
